style,style_rank,shortlist_tier,recommended_role,owner_style,owner_match,shortlist_score,original_score,duplicate_style_count,duplicate_styles,query,title,object_type,classification,rights_status,file_path,file_name,source_key,external_id,source_url,heuristic_reason,notes,selection_bucket,train_pick,selection_note,train_style_rank
maximalist_romance,5,A,cross_style_review,metal_modular,no,139,42,3,corset_cabaret | maximalist_romance | metal_modular,eclectic costume design floral pattern drawing,Costume Design for Lady with a Fan,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/maximalist_romance/images/02_met_open_access_363536_costume-design-for-lady-with-a-fan.jpg,02_met_open_access_363536_costume-design-for-lady-with-a-fan.jpg,met_open_access,363536,https://www.metmuseum.org/art/collection/search/363536,base=42; +28:costume design; +30:costume design for; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain; -8:cross_style_duplicate,source=The Met Open Access | title=Costume Design for Lady with a Fan | object_type=Drawing | creator=Basil Crage | date=1890–99 | query=eclectic costume design floral pattern drawing | url=https://www.metmuseum.org/art/collection/search/363536 | rights=public_domain,cross_style_fallback,yes,High-score fallback from another style bucket; review before final training.,3
maximalist_romance,3,D,cross_style_review,maximalist_romance,yes,36,29,1,maximalist_romance,floral costume sketch,"Actress wearing costume with floral headpiece, from the Actresses series (N668)",Photograph,Photographs,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/maximalist_romance/images/08_met_open_access_709374_actress-wearing-costume-with-floral-headpiece-from-the-actresses-series-n668.jpg,08_met_open_access_709374_actress-wearing-costume-with-floral-headpiece-from-the-actresses-series-n668.jpg,met_open_access,709374,https://www.metmuseum.org/art/collection/search/709374,base=29; +8:pen; -12:actress; +6:specific_query; +5:public_domain,"source=The Met Open Access | title=Actress wearing costume with floral headpiece, from the Actresses series (N668) | object_type=Photograph | date=ca. 1888 | query=floral costume sketch | url=https://www.metmuseum.org/art/collection/search/709374 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,4
maximalist_romance,6,C,cross_style_review,punk_rococo,no,53,26,6,bionic_couture | corset_cabaret | insect_power | maximalist_romance | metal_modular | punk_rococo,floral costume sketch,A costume and a sketch of a man in profile,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/maximalist_romance/images/09_met_open_access_390024_a-costume-and-a-sketch-of-a-man-in-profile.jpg,09_met_open_access_390024_a-costume-and-a-sketch-of-a-man-in-profile.jpg,met_open_access,390024,https://www.metmuseum.org/art/collection/search/390024,base=26; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain; -20:cross_style_duplicate,"source=The Met Open Access | title=A costume and a sketch of a man in profile | object_type=Drawing | creator=Anonymous, German, 16th century | date=ca. 1500 | query=floral costume sketch | url=https://www.metmuseum.org/art/collection/search/390024 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,5
maximalist_romance,7,C,cross_style_review,punk_rococo,no,53,26,6,bionic_couture | corset_cabaret | insect_power | maximalist_romance | metal_modular | punk_rococo,floral costume sketch,Sketch of Two Male Figures in Classical Costume,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/maximalist_romance/images/12_met_open_access_356280_sketch-of-two-male-figures-in-classical-costume.jpg,12_met_open_access_356280_sketch-of-two-male-figures-in-classical-costume.jpg,met_open_access,356280,https://www.metmuseum.org/art/collection/search/356280,base=26; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain; -20:cross_style_duplicate,"source=The Met Open Access | title=Sketch of Two Male Figures in Classical Costume | object_type=Drawing | creator=Anonymous, French, 18th century | date=18th century | query=floral costume sketch | url=https://www.metmuseum.org/art/collection/search/356280 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,6
maximalist_romance,8,C,cross_style_review,baroque_narrative,no,51,42,16,architectural_volume | artisanal_deconstruction | baroque_narrative | bionic_couture | corset_cabaret | gothic_theatre | insect_power | maximalist_romance | metal_modular | minimalist_chic | modern_croquis | paris_new_look | pleated_motion | punk_rococo | space_age_clean | surreal_gold,costume design drawing,Costume Design,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/maximalist_romance/images/01_met_open_access_343201_costume-design.jpg,01_met_open_access_343201_costume-design.jpg,met_open_access,343201,https://www.metmuseum.org/art/collection/search/343201,base=42; +28:costume design; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -60:cross_style_duplicate,"source=The Met Open Access | title=Costume Design | object_type=Drawing | creator=Pierre-Numa Bassaget, called Numa | date=1836–37 | query=costume design drawing | url=https://www.metmuseum.org/art/collection/search/343201 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,7
maximalist_romance,9,C,backup_only,paris_new_look,no,51,34,16,architectural_volume | artisanal_deconstruction | baroque_narrative | bionic_couture | corset_cabaret | gothic_theatre | insect_power | maximalist_romance | metal_modular | minimalist_chic | modern_croquis | paris_new_look | pleated_motion | punk_rococo | space_age_clean | surreal_gold,fashion illustration,Illustration for a French fashion magazine,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/maximalist_romance/images/06_met_open_access_386313_illustration-for-a-french-fashion-magazine.jpg,06_met_open_access_386313_illustration-for-a-french-fashion-magazine.jpg,met_open_access,386313,https://www.metmuseum.org/art/collection/search/386313,base=34; +22:fashion illustration; +14:fashion magazine; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -60:cross_style_duplicate,source=The Met Open Access | title=Illustration for a French fashion magazine | object_type=Drawing | creator=Hélöise Leloir | date=ca. 1862 | query=fashion illustration | url=https://www.metmuseum.org/art/collection/search/386313 | rights=public_domain,deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,8
metal_modular,1,A,core_train,metal_modular,yes,140,43,3,corset_cabaret | maximalist_romance | metal_modular,metallic costume design modular,Costume Design for Lady with a Fan,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/metal_modular/images/01_met_open_access_363536_costume-design-for-lady-with-a-fan.jpg,01_met_open_access_363536_costume-design-for-lady-with-a-fan.jpg,met_open_access,363536,https://www.metmuseum.org/art/collection/search/363536,base=43; +28:costume design; +30:costume design for; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain; -8:cross_style_duplicate,source=The Met Open Access | title=Costume Design for Lady with a Fan | object_type=Drawing | creator=Basil Crage | date=1890–99 | query=metallic costume design modular | url=https://www.metmuseum.org/art/collection/search/363536 | rights=public_domain,style_anchor,yes,Strong owner-match reference for this style family.,1
metal_modular,2,A,core_train,metal_modular,yes,107,32,2,bionic_couture | metal_modular,industrial fashion drawing,Two Women in Day Dresses: Preparatory drawing for a fashion plate from Le Moniteur de la Mode,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/metal_modular/images/07_met_open_access_398882_two-women-in-day-dresses-preparatory-drawing-for-a-fashion-plate-from-le-moniteu.jpg,07_met_open_access_398882_two-women-in-day-dresses-preparatory-drawing-for-a-fashion-plate-from-le-moniteu.jpg,met_open_access,398882,https://www.metmuseum.org/art/collection/search/398882,base=32; +16:preparatory drawing; +10:day dress; +14:drawing; +14:drawings; +8:pen; +6:plate; +6:specific_query; +5:public_domain; -4:cross_style_duplicate,"source=The Met Open Access | title=Two Women in Day Dresses: Preparatory drawing for a fashion plate from Le Moniteur de la Mode | object_type=Drawing | creator=Jules David | date=October 19, 1886 | query=industrial fashion drawing | url=https://www.metmuseum.org/art/collection/search/398882 | rights=public_domain",style_anchor,yes,Strong owner-match reference for this style family.,2
metal_modular,3,A,core_train,metal_modular,yes,107,28,2,bionic_couture | metal_modular,industrial fashion drawing,Fashion Study: Two Women in Evening Dress,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/metal_modular/images/09_met_open_access_343302_fashion-study-two-women-in-evening-dress.jpg,09_met_open_access_343302_fashion-study-two-women-in-evening-dress.jpg,met_open_access,343302,https://www.metmuseum.org/art/collection/search/343302,base=28; +18:fashion study; +10:evening dress; +14:drawing; +14:drawings; +8:pen; +8:study; +6:specific_query; +5:public_domain; -4:cross_style_duplicate,source=The Met Open Access | title=Fashion Study: Two Women in Evening Dress | object_type=Drawing | creator=Adèle-Anaïs Toudouze | date=ca. 1860 | query=industrial fashion drawing | url=https://www.metmuseum.org/art/collection/search/343302 | rights=public_domain,style_anchor,yes,Strong owner-match reference for this style family.,3
metal_modular,4,B,core_train,metal_modular,yes,62,15,1,metal_modular,metallic costume design modular,Kabuki Costume: Outer Robe (Uchikake) with Design of Lioness and Cubs,Kabuki Costume,Costumes,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/metal_modular/images/16_met_open_access_45199_kabuki-costume-outer-robe-uchikake-with-design-of-lioness-and-cubs.jpg,16_met_open_access_45199_kabuki-costume-outer-robe-uchikake-with-design-of-lioness-and-cubs.jpg,met_open_access,45199,https://www.metmuseum.org/art/collection/search/45199,base=15; +28:costume design; +8:pen; +6:specific_query; +5:public_domain,source=The Met Open Access | title=Kabuki Costume: Outer Robe (Uchikake) with Design of Lioness and Cubs | object_type=Kabuki Costume | date=Second half of the 19th century | query=metallic costume design modular | url=https://www.metmuseum.org/art/collection/search/45199 | rights=public_domain,style_anchor,yes,Strong owner-match reference for this style family.,4
metal_modular,5,B,core_train,metal_modular,yes,60,13,1,metal_modular,metallic costume design modular,Theatrical skirt with peacock feather design,"Skirt, Imperial theatrical",Costumes-Embroidered,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/metal_modular/images/18_met_open_access_65361_theatrical-skirt-with-peacock-feather-design.jpg,18_met_open_access_65361_theatrical-skirt-with-peacock-feather-design.jpg,met_open_access,65361,https://www.metmuseum.org/art/collection/search/65361,base=13; +28:costume design; +8:pen; +6:specific_query; +5:public_domain,"source=The Met Open Access | title=Theatrical skirt with peacock feather design | object_type=Skirt, Imperial theatrical | date=18th century | query=metallic costume design modular | url=https://www.metmuseum.org/art/collection/search/65361 | rights=public_domain",style_anchor,yes,Strong owner-match reference for this style family.,5
metal_modular,6,C,style_support,metal_modular,yes,56,13,2,metal_modular | pleated_motion,metallic costume design modular,Theatrical jacket with peacock feather design,"Jacket, Imperial Theatrical",Costumes-Embroidered,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/metal_modular/images/17_met_open_access_68998_theatrical-jacket-with-peacock-feather-design.jpg,17_met_open_access_68998_theatrical-jacket-with-peacock-feather-design.jpg,met_open_access,68998,https://www.metmuseum.org/art/collection/search/68998,base=13; +28:costume design; +8:pen; +6:specific_query; +5:public_domain; -4:cross_style_duplicate,"source=The Met Open Access | title=Theatrical jacket with peacock feather design | object_type=Jacket, Imperial Theatrical | date=18th century | query=metallic costume design modular | url=https://www.metmuseum.org/art/collection/search/68998 | rights=public_domain",style_anchor,yes,Strong owner-match reference for this style family.,6
metal_modular,7,C,cross_style_review,punk_rococo,no,53,26,6,bionic_couture | corset_cabaret | insect_power | maximalist_romance | metal_modular | punk_rococo,modular costume sketch,A costume and a sketch of a man in profile,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/metal_modular/images/10_met_open_access_390024_a-costume-and-a-sketch-of-a-man-in-profile.jpg,10_met_open_access_390024_a-costume-and-a-sketch-of-a-man-in-profile.jpg,met_open_access,390024,https://www.metmuseum.org/art/collection/search/390024,base=26; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain; -20:cross_style_duplicate,"source=The Met Open Access | title=A costume and a sketch of a man in profile | object_type=Drawing | creator=Anonymous, German, 16th century | date=ca. 1500 | query=modular costume sketch | url=https://www.metmuseum.org/art/collection/search/390024 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,7
metal_modular,8,C,cross_style_review,punk_rococo,no,53,26,6,bionic_couture | corset_cabaret | insect_power | maximalist_romance | metal_modular | punk_rococo,modular costume sketch,Sketch of Two Male Figures in Classical Costume,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/metal_modular/images/12_met_open_access_356280_sketch-of-two-male-figures-in-classical-costume.jpg,12_met_open_access_356280_sketch-of-two-male-figures-in-classical-costume.jpg,met_open_access,356280,https://www.metmuseum.org/art/collection/search/356280,base=26; +14:drawing; +14:drawings; +8:pen; +6:specific_query; +5:public_domain; -20:cross_style_duplicate,"source=The Met Open Access | title=Sketch of Two Male Figures in Classical Costume | object_type=Drawing | creator=Anonymous, French, 18th century | date=18th century | query=modular costume sketch | url=https://www.metmuseum.org/art/collection/search/356280 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,8
minimalist_chic,1,B,core_train,minimalist_chic,yes,71,28,2,artisanal_deconstruction | minimalist_chic,minimal fashion sketch,The Fashions of the Day – or Time Past and Time Present: The Year (1740) a Lady's Full Dress of Bombazeen – The Year (1808) Lady's Undress of Bum-be-seen,Print,Prints,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/minimalist_chic/images/08_met_open_access_392524_the-fashions-of-the-day-or-time-past-and-time-present-the-year-1740-a-lady-s-ful.jpg,08_met_open_access_392524_the-fashions-of-the-day-or-time-past-and-time-present-the-year-1740-a-lady-s-ful.jpg,met_open_access,392524,https://www.metmuseum.org/art/collection/search/392524,base=28; +20:fashion sketch; +8:pen; +4:print; +4:prints; +6:specific_query; +5:public_domain; -4:cross_style_duplicate,"source=The Met Open Access | title=The Fashions of the Day – or Time Past and Time Present: The Year (1740) a Lady's Full Dress of Bombazeen – The Year (1808) Lady's Undress of Bum-be-seen | object_type=Print | creator=Anonymous, Irish, 19th century | date=ca. 1808 | query=minimal fashion sketch | url=https://www.metmuseum.org/art/collection/search/392524 | rights=public_domain",style_anchor,yes,Strong owner-match reference for this style family.,1
minimalist_chic,2,C,cross_style_review,architectural_volume,no,49,40,16,architectural_volume | artisanal_deconstruction | baroque_narrative | bionic_couture | corset_cabaret | gothic_theatre | insect_power | maximalist_romance | metal_modular | minimalist_chic | modern_croquis | paris_new_look | pleated_motion | punk_rococo | space_age_clean | surreal_gold,costume design drawing,Costume Design,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/minimalist_chic/images/01_met_open_access_343200_costume-design.jpg,01_met_open_access_343200_costume-design.jpg,met_open_access,343200,https://www.metmuseum.org/art/collection/search/343200,base=40; +28:costume design; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -60:cross_style_duplicate,"source=The Met Open Access | title=Costume Design | object_type=Drawing | creator=Pierre-Numa Bassaget, called Numa | date=1836–37 | query=costume design drawing | url=https://www.metmuseum.org/art/collection/search/343200 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,2
minimalist_chic,3,C,cross_style_review,baroque_narrative,no,49,40,16,architectural_volume | artisanal_deconstruction | baroque_narrative | bionic_couture | corset_cabaret | gothic_theatre | insect_power | maximalist_romance | metal_modular | minimalist_chic | modern_croquis | paris_new_look | pleated_motion | punk_rococo | space_age_clean | surreal_gold,costume design drawing,Costume Design,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/minimalist_chic/images/02_met_open_access_343201_costume-design.jpg,02_met_open_access_343201_costume-design.jpg,met_open_access,343201,https://www.metmuseum.org/art/collection/search/343201,base=40; +28:costume design; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -60:cross_style_duplicate,"source=The Met Open Access | title=Costume Design | object_type=Drawing | creator=Pierre-Numa Bassaget, called Numa | date=1836–37 | query=costume design drawing | url=https://www.metmuseum.org/art/collection/search/343201 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,3
minimalist_chic,4,C,cross_style_review,architectural_volume,no,49,40,16,architectural_volume | artisanal_deconstruction | baroque_narrative | bionic_couture | corset_cabaret | gothic_theatre | insect_power | maximalist_romance | metal_modular | minimalist_chic | modern_croquis | paris_new_look | pleated_motion | punk_rococo | space_age_clean | surreal_gold,costume design drawing,Costume Design,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/minimalist_chic/images/03_met_open_access_343202_costume-design.jpg,03_met_open_access_343202_costume-design.jpg,met_open_access,343202,https://www.metmuseum.org/art/collection/search/343202,base=40; +28:costume design; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -60:cross_style_duplicate,"source=The Met Open Access | title=Costume Design | object_type=Drawing | creator=Pierre-Numa Bassaget, called Numa | date=1836–37 | query=costume design drawing | url=https://www.metmuseum.org/art/collection/search/343202 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,4
minimalist_chic,5,C,cross_style_review,paris_new_look,no,49,32,16,architectural_volume | artisanal_deconstruction | baroque_narrative | bionic_couture | corset_cabaret | gothic_theatre | insect_power | maximalist_romance | metal_modular | minimalist_chic | modern_croquis | paris_new_look | pleated_motion | punk_rococo | space_age_clean | surreal_gold,fashion illustration,Illustration for a French fashion magazine,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/minimalist_chic/images/05_met_open_access_386313_illustration-for-a-french-fashion-magazine.jpg,05_met_open_access_386313_illustration-for-a-french-fashion-magazine.jpg,met_open_access,386313,https://www.metmuseum.org/art/collection/search/386313,base=32; +22:fashion illustration; +14:fashion magazine; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -60:cross_style_duplicate,source=The Met Open Access | title=Illustration for a French fashion magazine | object_type=Drawing | creator=Hélöise Leloir | date=ca. 1862 | query=fashion illustration | url=https://www.metmuseum.org/art/collection/search/386313 | rights=public_domain,deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,5
minimalist_chic,6,D,cross_style_review,paris_new_look,no,41,38,16,architectural_volume | artisanal_deconstruction | baroque_narrative | bionic_couture | corset_cabaret | gothic_theatre | insect_power | maximalist_romance | metal_modular | minimalist_chic | modern_croquis | paris_new_look | pleated_motion | punk_rococo | space_age_clean | surreal_gold,fashion illustration,"Fashion illustration, no. 2224",Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/minimalist_chic/images/04_met_open_access_386317_fashion-illustration-no-2224.jpg,04_met_open_access_386317_fashion-illustration-no-2224.jpg,met_open_access,386317,https://www.metmuseum.org/art/collection/search/386317,base=38; +22:fashion illustration; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -60:cross_style_duplicate,"source=The Met Open Access | title=Fashion illustration, no. 2224 | object_type=Drawing | creator=Jules David | date=July 1885 | query=fashion illustration | url=https://www.metmuseum.org/art/collection/search/386317 | rights=public_domain",deep_fallback,yes,Fallback pick added to reach the target count; manual review recommended.,6
minimalist_chic,7,D,cross_style_review,modern_croquis,no,23,28,15,architectural_volume | artisanal_deconstruction | baroque_narrative | bionic_couture | corset_cabaret | gothic_theatre | insect_power | maximalist_romance | metal_modular | minimalist_chic | modern_croquis | pleated_motion | punk_rococo | space_age_clean | surreal_gold,costume design drawing,Portrait of Nicolas Trigault in Chinese Costume,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/minimalist_chic/images/07_met_open_access_337844_portrait-of-nicolas-trigault-in-chinese-costume.jpg,07_met_open_access_337844_portrait-of-nicolas-trigault-in-chinese-costume.jpg,met_open_access,337844,https://www.metmuseum.org/art/collection/search/337844,base=28; +28:costume design; +14:drawing; +14:drawings; +8:pen; -18:portrait; +5:public_domain; -56:cross_style_duplicate,source=The Met Open Access | title=Portrait of Nicolas Trigault in Chinese Costume | object_type=Drawing | creator=Peter Paul Rubens | date=1617 | query=costume design drawing | url=https://www.metmuseum.org/art/collection/search/337844 | rights=public_domain,last_resort,yes,Last-resort fallback; replace if a better official reference appears.,7
minimalist_chic,8,D,cross_style_review,gothic_theatre,no,9,10,10,artisanal_deconstruction | baroque_narrative | corset_cabaret | gothic_theatre | insect_power | maximalist_romance | minimalist_chic | pleated_motion | punk_rococo | space_age_clean,fashion illustration,The Style of Woman's Fashion (Jochū ehon fūzoku yō) 女中絵本風俗容,Illustrated book,Illustrated Books,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/minimalist_chic/images/12_met_open_access_57845_the-style-of-woman-s-fashion-joch-ehon-f-zoku-y.jpg,12_met_open_access_57845_the-style-of-woman-s-fashion-joch-ehon-f-zoku-y.jpg,met_open_access,57845,https://www.metmuseum.org/art/collection/search/57845,base=10; +22:fashion illustration; +8:pen; +5:public_domain; -36:cross_style_duplicate,source=The Met Open Access | title=The Style of Woman's Fashion (Jochū ehon fūzoku yō) 女中絵本風俗容 | object_type=Illustrated book | creator=Terasawa Masatsugu 寺沢昌次 | query=fashion illustration | url=https://www.metmuseum.org/art/collection/search/57845 | rights=public_domain,last_resort,yes,Last-resort fallback; replace if a better official reference appears.,8
modern_croquis,2,A,cross_style_review,baroque_narrative,no,125,42,5,architectural_volume | baroque_narrative | modern_croquis | paris_new_look | surreal_gold,costume design drawing,"Costume Design for ""Orlando""",Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/modern_croquis/images/02_met_open_access_341305_costume-design-for-orlando.jpg,02_met_open_access_341305_costume-design-for-orlando.jpg,met_open_access,341305,https://www.metmuseum.org/art/collection/search/341305,base=42; +28:costume design; +30:costume design for; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -16:cross_style_duplicate,"source=The Met Open Access | title=Costume Design for ""Orlando"" | object_type=Drawing | creator=Charles Bianchini | date=1889 | query=costume design drawing | url=https://www.metmuseum.org/art/collection/search/341305 | rights=public_domain",cross_style_fallback,yes,High-score fallback from another style bucket; review before final training.,1
modern_croquis,3,A,cross_style_review,baroque_narrative,no,117,42,7,architectural_volume | baroque_narrative | corset_cabaret | insect_power | modern_croquis | paris_new_look | surreal_gold,costume design drawing,"Costume Design for ""Adam""",Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/modern_croquis/images/01_met_open_access_341315_costume-design-for-adam.jpg,01_met_open_access_341315_costume-design-for-adam.jpg,met_open_access,341315,https://www.metmuseum.org/art/collection/search/341315,base=42; +28:costume design; +30:costume design for; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -24:cross_style_duplicate,"source=The Met Open Access | title=Costume Design for ""Adam"" | object_type=Drawing | creator=Charles Bianchini | date=1889 | query=costume design drawing | url=https://www.metmuseum.org/art/collection/search/341315 | rights=public_domain",cross_style_fallback,yes,High-score fallback from another style bucket; review before final training.,2
modern_croquis,4,A,cross_style_review,paris_new_look,no,109,34,4,architectural_volume | modern_croquis | paris_new_look | surreal_gold,costume design drawing,Design for a theater costume,Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/modern_croquis/images/12_met_open_access_363488_design-for-a-theater-costume.jpg,12_met_open_access_363488_design-for-a-theater-costume.jpg,met_open_access,363488,https://www.metmuseum.org/art/collection/search/363488,base=34; +28:costume design; +18:theater costume; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -12:cross_style_duplicate,"source=The Met Open Access | title=Design for a theater costume | object_type=Drawing | creator=Anonymous, French, 19th century | date=ca. 1920–39 | query=costume design drawing | url=https://www.metmuseum.org/art/collection/search/363488 | rights=public_domain",cross_style_fallback,yes,High-score fallback from another style bucket; review before final training.,3
modern_croquis,5,A,cross_style_review,baroque_narrative,no,89,36,5,architectural_volume | baroque_narrative | modern_croquis | paris_new_look | surreal_gold,costume design drawing,"Design for Man's ""Medieval"" Costume",Drawing,Drawings,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/modern_croquis/images/07_met_open_access_341311_design-for-man-s-medieval-costume.jpg,07_met_open_access_341311_design-for-man-s-medieval-costume.jpg,met_open_access,341311,https://www.metmuseum.org/art/collection/search/341311,base=36; +28:costume design; +14:drawing; +14:drawings; +8:pen; +5:public_domain; -16:cross_style_duplicate,"source=The Met Open Access | title=Design for Man's ""Medieval"" Costume | object_type=Drawing | creator=Charles Bianchini | date=n.d. | query=costume design drawing | url=https://www.metmuseum.org/art/collection/search/341311 | rights=public_domain",cross_style_fallback,yes,High-score fallback from another style bucket; review before final training.,4
modern_croquis,6,B,cross_style_review,surreal_gold,no,75,36,4,architectural_volume | modern_croquis | paris_new_look | surreal_gold,fashion illustration,"Gallery of Fashion, vol. V: April 1, 1798 - March 1 1799",Book Costumes,Books,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/modern_croquis/images/08_met_open_access_837926_gallery-of-fashion-vol-v-april-1-1798-march-1-1799.jpg,08_met_open_access_837926_gallery-of-fashion-vol-v-april-1-1798-march-1-1799.jpg,met_open_access,837926,https://www.metmuseum.org/art/collection/search/837926,base=36; +22:fashion illustration; +16:gallery of fashion; +8:pen; +5:public_domain; -12:cross_style_duplicate,"source=The Met Open Access | title=Gallery of Fashion, vol. V: April 1, 1798 - March 1 1799 | object_type=Book Costumes | creator=Nicolaus Heideloff | date=1794–1802 | query=fashion illustration | url=https://www.metmuseum.org/art/collection/search/837926 | rights=public_domain",cross_style_fallback,yes,High-score fallback from another style bucket; review before final training.,5
modern_croquis,7,B,cross_style_review,surreal_gold,no,75,36,4,architectural_volume | modern_croquis | paris_new_look | surreal_gold,fashion illustration,"Gallery of Fashion, vol. VI: April 1 1799 - March 1 1800",Book Costumes,Books,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/modern_croquis/images/09_met_open_access_837927_gallery-of-fashion-vol-vi-april-1-1799-march-1-1800.jpg,09_met_open_access_837927_gallery-of-fashion-vol-vi-april-1-1799-march-1-1800.jpg,met_open_access,837927,https://www.metmuseum.org/art/collection/search/837927,base=36; +22:fashion illustration; +16:gallery of fashion; +8:pen; +5:public_domain; -12:cross_style_duplicate,"source=The Met Open Access | title=Gallery of Fashion, vol. VI: April 1 1799 - March 1 1800 | object_type=Book Costumes | creator=Nicolaus Heideloff | date=1794–1802 | query=fashion illustration | url=https://www.metmuseum.org/art/collection/search/837927 | rights=public_domain",cross_style_fallback,yes,High-score fallback from another style bucket; review before final training.,6
modern_croquis,8,B,cross_style_review,surreal_gold,no,75,36,4,architectural_volume | modern_croquis | paris_new_look | surreal_gold,fashion illustration,"Gallery of Fashion, vol. VII: April 1 1800 - March 1 1801",Book Costumes,Books,public_domain,/Users/zhengruyue/Documents/Playground/fashionmarker-ai/output/open-access-candidates/modern_croquis/images/10_met_open_access_837928_gallery-of-fashion-vol-vii-april-1-1800-march-1-1801.jpg,10_met_open_access_837928_gallery-of-fashion-vol-vii-april-1-1800-march-1-1801.jpg,met_open_access,837928,https://www.metmuseum.org/art/collection/search/837928,base=36; +22:fashion illustration; +16:gallery of fashion; +8:pen; +5:public_domain; -12:cross_style_duplicate,"source=The Met Open Access | title=Gallery of Fashion, vol. VII: April 1 1800 - March 1 1801 | object_type=Book Costumes | creator=Nicolaus Heideloff | date=1794–1802 | query=fashion illustration | url=https://www.metmuseum.org/art/collection/search/837928 | rights=public_domain",cross_style_fallback,yes,High-score fallback from another style bucket; review before final training.,7
